Frame,X,Y
0,645,753
0,667,813
0,707,863
0,761,901
0,822,929
0,889,939
0,954,934
0,1012,904
0,1061,862
0,1093,811
0,1110,753
0,801,763
0,838,753
0,874,745
0,898,751
0,921,746
0,953,757
0,987,773
0,953,790
0,921,794
0,897,794
0,872,791
0,837,783
0,818,767
0,873,769
0,897,772
0,921,771
0,972,774
0,921,768
0,897,769
0,874,765
0,854,681
0,876,688
0,899,695
0,920,690
0,941,685
1,643,753
1,665,814
1,704,864
1,759,902
1,821,930
1,888,939
1,954,934
1,1012,906
1,1061,865
1,1093,815
1,1110,757
1,800,763
1,837,752
1,873,745
1,897,751
1,920,747
1,952,757
1,985,774
1,951,790
1,919,795
1,895,795
1,870,792
1,836,783
1,816,767
1,872,769
1,896,773
1,919,771
1,970,774
1,919,767
1,896,769
1,872,765
1,853,682
1,875,689
1,898,695
1,919,691
1,940,686
2,644,750
2,666,812
2,706,863
2,762,901
2,823,928
2,890,937
2,955,932
2,1012,903
2,1061,862
2,1092,813
2,1109,755
2,801,764
2,838,752
2,873,745
2,897,751
2,921,746
2,954,757
2,987,773
2,954,791
2,921,794
2,896,795
2,871,791
2,837,783
2,816,767
2,872,768
2,897,771
2,921,770
2,974,774
2,921,769
2,897,770
2,873,765
2,853,680
2,875,687
2,898,695
2,918,690
2,940,685
3,646,756
3,667,817
3,707,867
3,762,904
3,823,930
3,890,939
3,955,933
3,1012,905
3,1060,862
3,1093,811
3,1110,753
3,800,763
3,838,753
3,873,745
3,898,751
3,920,746
3,952,758
3,984,773
3,951,790
3,920,795
3,896,796
3,870,793
3,836,785
3,815,767
3,872,768
3,897,771
3,920,770
3,970,774
3,920,770
3,897,771
3,872,768
3,852,681
3,875,689
3,898,695
3,918,691
3,940,686
4,643,750
4,666,811
4,707,861
4,763,901
4,824,930
4,889,939
4,953,933
4,1010,903
4,1059,863
4,1093,813
4,1109,757
4,802,762
4,839,751
4,874,743
4,898,750
4,921,745
4,954,756
4,989,771
4,953,791
4,920,796
4,896,796
4,871,793
4,837,784
4,818,766
4,873,768
4,897,771
4,920,770
4,974,772
4,920,769
4,897,769
4,873,765
4,853,681
4,875,688
4,897,695
