Frame,X,Y
0,647,752
0,667,813
0,704,863
0,758,904
0,819,933
0,887,941
0,954,935
0,1013,905
0,1062,865
0,1094,816
0,1111,760
0,801,763
0,839,750
0,873,742
0,897,749
0,920,744
0,951,756
0,984,772
0,950,788
0,919,792
0,895,792
0,870,790
0,837,783
0,818,766
0,872,765
0,897,769
0,920,768
0,969,772
0,919,764
0,896,766
0,872,762
0,854,679
0,876,686
0,899,693
0,921,689
0,942,684
1,647,750
1,667,813
1,705,864
1,759,906
1,821,933
1,889,941
1,955,936
1,1013,907
1,1061,866
1,1094,815
1,1111,757
1,802,763
1,839,751
1,874,743
1,897,749
1,919,745
1,950,757
1,984,772
1,950,790
1,919,792
1,895,793
1,871,791
1,837,784
1,818,766
1,873,766
1,896,768
1,919,768
1,969,773
1,919,768
1,896,769
1,873,766
1,853,678
1,876,685
1,899,693
1,921,688
1,942,683
2,646,749
2,666,812
2,705,863
2,761,901
2,823,930
2,890,939
2,956,933
2,1015,904
2,1065,863
2,1096,812
2,1113,754
2,802,762
2,839,751
2,873,743
2,896,749
2,919,745
2,951,756
2,985,772
2,951,789
2,919,792
2,896,792
2,871,790
2,837,784
2,818,766
2,872,766
2,896,768
2,918,767
2,971,773
2,919,767
2,896,768
2,873,765
2,854,676
2,877,685
2,900,692
2,920,687
2,941,682
3,644,748
3,663,811
3,702,862
3,757,902
3,819,931
3,888,940
3,955,934
3,1014,907
3,1063,865
3,1096,814
3,1113,755
3,801,762
3,838,750
3,873,742
3,897,749
3,920,744
3,952,756
3,986,772
3,951,788
3,919,791
3,895,791
3,870,788
3,836,781
3,817,766
3,872,766
3,896,769
3,920,768
3,971,773
3,919,765
3,896,767
3,872,763
3,852,674
3,876,682
3,900,691
3,922,685
3,944,679
4,644,747
4,663,809
4,702,860
4,758,900
4,820,931
4,889,940
4,956,934
4,1014,904
4,1063,863
4,1094,812
4,1111,754
4,801,761
4,839,750
4,874,742
4,897,749
4,920,745
4,952,756
4,987,773
4,952,790
4,919,795
4,894,795
4,871,792
4,836,782
4,818,764
4,873,766
4,896,769
4,919,768
4,971,773
4,919,767
4,896,768
4,873,764
4,853,675
4,875,683
4,899,691
4,921,686
4,942,680
5,645,751
5,665,813
5,704,864
5,760,904
5,822,932
5,890,940
5,955,935
5,1013,906
5,1062,865
5,1093,813
5,1109,754
5,804,763
5,840,751
5,875,742
5,897,749
5,919,744
5,951,757
5,985,776
5,950,792
5,918,796
5,895,796
5,871,793
5,838,783
5,820,767
5,873,766
5,897,769
5,918,769
5,971,776
5,918,770
5,897,770
5,874,766
5,855,674
5,877,681
5,900,689
5,921,684
5,942,680
6,644,747
6,663,809
6,701,861
6,756,903
6,819,933
6,890,943
6,959,935
6,1018,904
6,1066,862
6,1096,810
6,1110,751
6,805,763
6,842,750
6,876,742
6,898,749
6,920,745
6,950,757
6,984,773
6,949,790
6,919,794
6,896,794
6,873,791
6,840,783
6,820,766
6,875,767
6,897,770
6,919,770
6,969,774
6,919,767
6,897,768
6,875,764
6,855,675
6,877,682
6,900,690
6,921,685
6,942,680
7,645,751
7,665,813
7,704,863
7,758,905
7,821,934
7,890,943
7,956,937
7,1015,907
7,1062,866
7,1093,815
7,1109,756
7,804,765
7,839,750
7,872,742
7,896,748
7,918,744
7,950,757
7,983,777
7,950,793
7,918,796
7,894,796
