Frame,X,Y
0,782,716
0,801,769
0,833,813
0,882,845
0,941,869
0,1003,876
0,1066,867
0,1128,843
0,1183,814
0,1223,774
0,1247,721
0,908,725
0,940,697
0,971,679
0,992,682
0,1010,676
0,1046,690
0,1089,714
0,1047,725
0,1015,729
0,995,731
0,974,731
0,944,731
0,925,719
0,973,705
0,993,704
0,1012,702
0,1071,710
0,1013,704
0,994,706
0,974,707
0,948,629
0,968,637
0,991,643
0,1015,634
0,1040,625
1,788,721
1,805,774
1,836,817
1,887,849
1,945,873
1,1010,880
1,1074,869
1,1136,843
1,1191,812
1,1227,769
1,1246,716
1,911,726
1,942,697
1,971,680
1,994,684
1,1016,678
1,1049,690
1,1092,716
1,1052,728
1,1020,732
1,998,734
1,975,735
1,945,734
1,927,720
1,973,702
1,995,702
1,1017,700
1,1072,712
1,1019,707
1,997,709
1,974,709
1,950,628
1,970,635
1,992,642
1,1016,633
1,1041,624
2,788,735
2,806,787
2,836,829
2,886,859
2,943,883
2,1006,890
2,1073,878
2,1134,853
2,1188,821
2,1225,781
2,1246,728
2,914,728
2,944,699
2,975,684
2,998,689
2,1019,682
2,1053,693
2,1094,719
2,1056,731
2,1023,736
2,1001,738
2,978,738
2,946,736
2,930,721
2,976,709
2,999,709
2,1020,707
2,1076,715
2,1022,710
2,1000,713
2,977,712
2,948,630
2,968,637
2,991,644
2,1018,633
2,1046,624
3,782,725
3,799,778
3,830,823
3,878,857
3,938,884
3,1003,893
3,1072,880
3,1137,853
3,1193,819
3,1233,777
3,1258,725
3,914,727
3,944,699
3,977,684
3,999,689
3,1021,683
3,1056,694
3,1098,718
3,1058,731
3,1024,738
3,1002,741
3,979,740
3,947,737
3,929,722
3,979,710
3,1000,710
3,1022,707
3,1081,715
3,1023,711
3,1001,714
3,979,713
3,948,630
3,968,638
3,991,644
3,1017,634
3,1045,626
4,795,732
4,814,787
4,844,831
4,893,863
4,951,887
4,1015,892
4,1080,880
4,1141,853
4,1195,821
4,1231,776
4,1249,722
4,915,728
4,946,699
4,976,685
4,1000,689
4,1022,684
4,1056,695
4,1097,719
4,1057,731
4,1025,736
4,1003,739
4,979,738
4,949,737
4,931,723
4,978,709
4,1001,709
4,1022,707
4,1078,715
4,1024,710
4,1002,713
4,979,713
4,952,630
4,972,637
4,994,643
4,1018,634
4,1043,625
5,788,725
5,807,780
5,838,826
5,887,861
5,946,887
5,1010,894
5,1074,882
5,1135,856
5,1189,822
5,1224,778
5,1244,722
5,913,727
5,943,698
5,975,683
5,999,688
5,1020,682
5,1055,694
5,1097,719
5,1056,731
5,1023,736
5,1001,739
5,977,738
5,946,735
5,929,722
5,976,709
5,999,710
5,1021,708
5,1079,715
5,1022,709
5,1000,711
5,977,711
5,949,630
5,970,637
5,994,642
5,1019,634
5,1045,626
6,785,724
6,801,781
6,832,827
6,883,862
6,944,888
6,1011,894
6,1079,881
6,1139,852
6,1191,818
6,1226,775
6,1244,721
6,910,727
6,939,697
6,970,681
6,994,684
6,1015,677
6,1052,689
6,1094,715
6,1055,731
6,1021,738
6,998,741
6,974,742
6,942,740
6,926,722
6,972,705
6,995,704
6,1017,700
6,1075,711
6,1019,711
6,996,715
6,973,715
6,949,629
6,969,635
6,992,641
6,1016,632
6,1041,624
7,783,720
7,799,775
7,831,822
7,882,860
7,945,885
7,1013,892
7,1078,880
7,1139,853
7,1190,820
7,1227,776
7,1248,722
7,915,728
7,943,698
7,972,681
7,994,684
7,1015,679
7,1050,692
7,1094,717
7,1054,731
7,1021,736
7,1000,739
7,976,739
7,947,737
7,931,723
7,974,707
7,996,707
7,1017,704
7,1075,714
7,1019,708
7,998,711
7,976,711
7,950,627
7,970,635
7,993,641
7,1017,632
7,1042,624
8,788,729
8,804,783
8,832,827
8,881,859
8,940,884
8,1005,892
8,1072,882
8,1134,857
8,1187,825
8,1221,783
8,1239,731
8,909,728
8,938,696
8,971,679
8,993,684
8,1014,677
8,1051,692
8,1091,719
8,1052,734
8,1018,741
8,996,743
8,973,743
8,942,739
8,925,721
8,972,707
8,994,707
8,1015,705
8,1072,715
8,1016,710
8,995,713
8,973,712
8,949,628
8,970,635
8,993,642
8,1017,633
8,1042,625
9,786,731
9,805,787
9,836,832
9,886,868
9,946,896
9,1012,902
9,1078,889
9,1139,859
9,1192,824
9,1228,780
9,1248,727
9,913,730
9,941,697
9,972,680
9,996,684
9,1020,679
9,1055,694
9,1097,721
9,1058,738
9,1024,745
9,1000,748
9,975,748
9,944,743
9,930,725
9,973,709
9,998,709
9,1021,707
9,1079,719
9,1022,712
9,998,715
9,974,714
9,949,629
9,969,638
9,993,644
9,1018,634
9,1042,625
10,789,727
10,807,783
10,838,830
10,885,869
10,942,902
10,1008,911
10,1074,897
10,1136,866
10,1194,830
