Frame,X,Y
0,828,709
0,846,764
0,880,806
0,933,837
0,992,861
0,1055,867
0,1118,856
0,1177,831
0,1231,801
0,1267,759
0,1286,706
0,955,707
0,986,677
0,1017,661
0,1037,665
0,1059,660
0,1096,674
0,1138,701
0,1097,714
0,1063,717
0,1040,719
0,1019,719
0,989,719
0,972,703
0,1018,686
0,1038,686
0,1060,684
0,1120,698
0,1061,692
0,1039,694
0,1018,694
0,995,612
0,1015,619
0,1036,624
0,1060,616
0,1084,609
1,827,708
1,844,762
1,879,805
1,932,836
1,991,860
1,1055,866
1,1119,855
1,1177,829
1,1231,799
1,1267,758
1,1286,704
1,954,708
1,985,677
1,1016,661
1,1037,664
1,1059,659
1,1096,674
1,1138,701
1,1097,713
1,1063,716
1,1040,719
1,1018,719
1,988,719
1,971,703
1,1017,685
1,1038,685
1,1060,684
1,1119,698
1,1061,691
1,1038,693
1,1018,693
1,994,612
1,1014,619
1,1035,624
1,1060,616
1,1084,609
2,832,719
2,849,770
2,883,809
2,933,838
2,992,861
2,1056,865
2,1119,854
2,1178,829
2,1229,800
2,1263,759
2,1280,707
2,956,710
2,987,677
2,1018,662
2,1041,667
2,1065,661
2,1101,677
2,1144,704
2,1102,718
2,1066,721
2,1042,723
2,1018,723
2,989,721
2,973,705
2,1019,686
2,1042,687
2,1065,686
2,1127,701
2,1065,694
2,1042,695
2,1018,695
2,996,613
2,1016,619
2,1038,625
2,1062,616
2,1087,610
3,830,718
3,850,771
3,884,811
3,934,841
3,990,864
3,1053,869
3,1114,858
3,1172,833
3,1225,802
3,1260,757
3,1281,703
3,956,712
3,986,678
3,1019,661
3,1039,664
3,1061,660
3,1099,676
3,1139,704
3,1099,721
3,1063,726
3,1041,727
3,1020,727
3,989,725
3,973,707
3,1019,688
3,1039,688
3,1061,687
3,1121,701
3,1062,697
3,1041,698
3,1020,698
3,994,613
3,1016,619
3,1037,624
3,1061,617
3,1084,610
4,832,716
4,850,768
4,882,811
4,931,842
4,989,866
4,1053,872
4,1117,859
4,1177,832
4,1230,801
4,1265,759
4,1283,706
4,954,711
4,982,677
4,1013,662
4,1036,667
4,1061,662
4,1098,676
4,1138,705
4,1099,720
4,1064,725
4,1039,727
4,1015,726
4,985,723
4,970,706
4,1014,687
4,1037,688
4,1062,686
4,1120,702
4,1063,700
4,1038,702
4,1014,701
4,993,611
4,1014,618
4,1036,624
4,1059,616
4,1083,608
5,830,722
5,851,772
5,884,812
5,935,842
5,993,865
5,1057,870
5,1121,858
5,1180,834
5,1231,803
5,1264,760
5,1283,706
5,956,713
5,985,677
5,1015,659
5,1037,663
5,1060,658
5,1098,675
5,1139,705
5,1098,719
5,1063,723
5,1040,726
5,1018,725
5,988,725
5,973,707
5,1016,686
5,1038,686
5,1061,686
5,1120,701
5,1062,694
5,1039,695
5,1017,695
5,991,613
5,1013,620
5,1036,625
5,1060,616
5,1084,609
6,826,717
6,847,770
6,882,811
6,935,841
6,992,865
6,1055,871
6,1120,859
6,1179,831
6,1230,798
6,1265,754
6,1284,697
6,956,711
6,986,679
6,1018,662
6,1040,665
6,1063,661
